,DIR_ID,DIRECTOR_NAME,YEARS_ACTIVE,LAST_NAME,FIRST_NAME,INVOLVEMENT
1624,EdK,Kull,1935-1938,Kull,Edward,D
1625,IKu,Kumar,1998,Kumar,Indra,D
1626,HKu,Kumel,1971,Kümel,Harry,DW
1628,HfK,Kureishi,1991,Kureishi,Hanif,D
1629,DKu,Kurys,1953,KuryS,Diane,D
1630,AkK,Kurosawa,1943-1991,Kurosawa,Akira,DW
1631,EKu,Kusturica,1989,Kusturica,Emir,WD
1632,FRK,Kuzui,1992,Kuzui,Fran Rubel,DP
1633,SKw,Kwan,1980-1995,Kwan,Stanley,D
1634,KKw,Kwapis,1996,Kwapis,Ken,D
1635,NLB,LaBute,1997,LaBute,Nick,D
1636,GLC,LaCava,1925-1947,La Cava,Gregory,DW
1637,JqL,Lacerte,1972,Lacerte,Jaques,WD
1638,JPL,LeChanois,1948,Le Chanois,Jaea-Paul,D
1639,HLa,Lachman,1928-1942,Lachman,Harry,D
1640,GLa,Lacombe,1942,Lacombe,Georges,D
1642,ELa,E.Laemmle,1929,Laemmle,Ernst,D
1644,ILf,Lafia,1993,Lafia,John,WD
1645,RLG,LaGravenese,1998,LaGravenese,Richard,WD
1646,FLg,Laloggia,1981,Lalogia,Frank,WDP
1647,CLa,Lalouche,1995,Lalouche,Claude,D
1648,RLa,Laloux,1973,Laloux,René,D
1649,ILb,Lamb,1961-1965,Lamb,John,CWDP
1650,MLa,Lambert,1989,Lambert,Mary,D
1653,AlL,Lamorisse,1949-1964,Lamorisse,Albert,D
1654,GLm,Lampin,1946,Lampin,Georges,D
1655,GLp,Lamprecht,1924-1931,Lamprecht,Gerhard,D
1656,ChL,Lane,1976,Lane,Charles,DA
1657,LLa,Landers,1949-1953,Landers,Lew,D
1658,ILa,Landis,1963-1983,Landis,John,DW
1659,ILd,J.Landon,1994,Landon,John,D
1660,MLn,M.Landon,1976,Landon,Michael,PD
1661,PLd,Landres,1957,Landres,Paul,D
1662,SLa,Lanfield,1932-1952,Lanfield,Sidney,MD
1665,FL,F.Lang,1919-1958,Lang,Fritz,DWA
1667,RiL,R.Lang,1978,Lang,Richard,D
1668,WLa,W.Lang,1927-1961,Lang,Walter,DA
1669,HLg,Langdon,1928-1944,Langdon,Harry,AD
1670,AML,Lanza,1970,Lanza,Anthony M.,D
1671,CLz,Lanzman,1985,Lanzman,Claude,DP
1672,JLp,Lapine,1991,Lapine,James,D
1673,JLr,Larraz,1971,Larraz,Joseph,D
1674,OrL,Laskos,1931-1932,Laskos,Orestes,D
1676,ILt,Lasseter,1985-1998,Lasseter,John,D
1680,MSL,M.Laughlin,1971-1981,Laughlin,Michael S.,D
1681,ToL,T.Laughlin,1967-1971,Frank,Tom C.,ADW
1682,CL,Laughton,1955,Laughton,Charles,AD
1683,FLd,Launder,1943-1965,Launder,Frank,WDP
1684,GLt,Lautner,1963-1990,Lautner,Georges,D
1685,JLz,Lauzon,1990-1992,Lauzon,Jean-Claude,WD
1686,ALv,Laven,1953-1964,Laven,Arnold,D
1687,JLa,Lavin,1995`,Lavin,Julianna,DW
1688,AsL,A.Lazarus,1977,Lazarus,Ashley,D
1689,MLz,M.Lazarus,1993,Lazarus,Margaret,D
1690,RhL,Ri.Leacock,1960-1968,Leacock,Richard,CD
1691,RtL,Ro.Leacock,1994,Leacock,Robert,D
1692,PhL,Ph.Leacock,1952-1980,Leacock,Philip,D
1693,WiL,Leach,1982,Leach,Wilford,DW
1694,DL,Lean,1942-1984,Lean,David,ED
1696,RLB,LeBorg,1944-1956,Le Borg,Reginald,D
1698,PLe,Leconte,1990-1992,Leconte,Patrice,D
1699,HJL,H.Leder,1969,Leder,Herbert J.,D
1700,MmL,M.Leder,1997,Leder,Mimi,D
1701,xLe,Lederman,1938,Lederman,fn,D
1702,PLu,Leduc,1986,Leduc,Paul,D
1703,AnL,A.Lee,1992-1997,Lee,Ang,D
1704,NoL,N.Lee,1929-1950,Lee,Norman,D
1705,RVL,R.V.Lee,1926-1945,Lee,Rowland V.,DP
1706,QuL,Q.Lee,1998,Lee,Quentin,D
1708,SpJ,Spike Lee,1986-1998,Jones,Spike Lee,MDPA
1709,HIL,Leeds,1938-1951,Levy,Herbert I.,D
1710,PLf,Lefebvre,1983,Lefèbvre,Philippe,D
1711,GuL,Lefranc,1968,Lefranc,Guy,D
1712,FeL,F.Leger,1924,Léger,Ferdinand,D
1714,ELh,E.Lehman,1972,Lehman,Earnest,WPD
1715,MLm,M.Lehman,1989,Lehman,Michael,D
1716,MiL,Leigh,1971-1993,Leigh,Mike,D
1717,ML,Leisen,1933-1957,Leisen,Mitchell,VD
1718,DLe,Leland,1997,Leland,David,WD
1719,ClL,Lelouch,1960-1995,Lelouch,Claude,D
1720,YLM,LeMoine,1999,Le Moine,Yvan,
1721,JLe,Lemmon,1974,Lemmon,Jack,D
1722,KLe,Lemmons,1997,Lemmons,Kasi,AWD
1723,PlL,Leni,1924-1929,Leni,Paul,D
1725,MLe,Leo,1981,Leo,Malcolm,D
1726,ILn,J.Leone,1976,Leone,John,D
1727,SeL,S.Leone,1961-1984,Leone,Sergio,D
1728,BrL,B.Leonard,1992-1995,Leonard,Brett,AD
1729,RZL,Leonard,1927-1956,Leonard,Robert Z.,AD
1730,IrL,Lerner,1958,Lerner,Irving,ED
1731,FLr,Leroi,1992,Leroi,Frances,D
1732,GaL,Leroux,,Leroux,Gaston,BWP
1733,MLR,M.LeRoy,1927-1965,LeRoy,Mervyn,ADP
1734,SLr,S.Leroy,1982,Leroy,Serge,D
1735,EJL,LeSaint,1916,Le Saint,Edward J.,D
1736,ILs,Leslie,1992,Leslie,John,WPD
1737,MLs,Lessac,1992,Lessac,Michael,D
1739,MLt,M.Lester,1979-1984,Lester,Mark L.,D
1740,RDL,R.Lester,1961-1984,Lester,Richard `Dick',D
1741,SLe,Lettich,1991,Lettich,Sheldon,D
1742,BLv,Levant,1992-1994,Levant,Brian,D
1743,WLe,Levey,1977,Levey,William,D
1744,HeL,Levin,1943-1977,Levin,Henry,D
1746,BLe,B.Levinson,1982-1992,Levinson,Barry,WD
1747,FLe,F.Levinson,1972,Levinson,Fred,D
1748,GLe,Levitt,1974,Levitt,Gene,D
1750,DLv,D.Levy,1999,Levy,Dani,WD
1751,JLv,J.Levy,1994,Levy,Jefery,D
1753,SLw,Lewicki,1977,Lewicki,Stephen,D
1754,ALe,Lewin,1942-1957,Lewin,Albert,WPD
1755,BLw,B.Lewin,1992,Lewin,Ben,D
1757,HGL,H.G.Lewis,1964-1968,Lewis,Herschell Gordon,WDMC
1758,JL,J.Lewis,1960-1964,Lewis,Jerry,ADP
1759,JHL,J.H.Lewis,1940-1958,Lewis,Joseph H.,D
1760,RoL,R.Lewis,1956-1980,Lewis,Robert,D
1762,JsL,Leytis,1962,Leytis,Joseph,D
1763,LHe,LHerbier,1919-1947,L'Herbier,Marcel,D
1764,SHL,Li,1991,Li,ShaoHong,D
1765,HLv,Libov,1994,Libov,Howard,D
1766,RLi,Lieberman,1980-1993,Lieberman,Robert,D
1767,MLi,Light,1974,Light,Mike,D
1768,WaL,Lima,1965,Lima,"Walter, Jr.",D
1769,DLi,Liman,1996,Liman,Doug,D
1770,PLi,Lindberg,1940,Lindeberg,Per,D
1771,MLH,LindsayHogg,1976-1991,Lindsay-Hogg,Michael,D
1772,LeL,Lindtberg,1928-1954,Lindtberg,Leopold,AD
1773,CLi,Link,1998,Link,Caroline,D
1774,RLl,Linklater,1991-1997,Linklater,Richard,D
1775,ALi,Linson,1980,Linson,Art,D
1776,ALs,Lipstadt,1982,Lipstadt,Aaron,D
1777,StL,Lisberger,1982,Lisberger,Steven,D
1778,DHL,Little,1989,Little,Dwight H.,D
1779,JLw,Littlewood,1963,Littlewwod,Joan,D
1780,LyL,Littman,1983,Littman,Lynne,D
1781,AL,Litvak,1931-1970,Litvak,Anatole,D
1782,JLi,Livingston,1991,Livingston,Jennie,D
1783,LLl,Llosa,1993,Llosa,Luis,D
1784,FLl,F.Lloyd,1917-1955,Lloyd,Frank,ADP
1785,HL,H.Lloyd,1922-1930,Lloyd,Harold,ADP
1786,NLl,N.Lloyd,1960-1964,Lloyd,Norman,ADP
1787,1934,R.Lloyd,Lloyd,Robert,,P
1788,KLo,Loach,1965-1994,Loach,Ken,D
1789,SLo,Locke,1988-1990,Locke,Sondra,AD
1790,BoL,B.Logan,1981,Logan,Bob,WD
1791,JoL,J.Logan,1938-1969,Logan,Joshua,WD
1792,KLg,Loginotto,1998,Loginotto,Kim,D
1793,VLo,Lokkeberg,1980,Lokkeberg,Vibeke,WDA
1794,RLo,Loncraine,1982,Loncraine,Richard,D
1795,JeL,London,1986,London,Jerry,D
1796,TLo,Lopez,1993,Lopez,Temistocles,D
1797,JCL,Lord,1981,Lord,Jean Claude,D
1798,PLo,Lorre,1951,Löwenstein,Laszlo,AWD
1799,GlS,loSavio,1910,lo Savio,Gerolamo,D
1800,JLo,Losey,1948-1983,Losey,Joseph,D
1801,EuL,Lourie,1953-1961,Lourie,Eugene,D
1803,DLo,Lowry,1983,Lowry,Dick,D
1804,NaL,Loy,1984,Loy,Nanni,D
1805,ArL,Lubin,1934-1971,Lubin,Arthur,D
1806,EL,Lubitsch,1914-1946,Lubitsch,Ernst,ADW
1807,IML,J.M.Lucas,1956-1957,Lucas,John Meredyth,D
1808,GgL,G.Lucas,1971-1977,Lucas,George,DWP
1809,DLu,Luchetti,1994,Luchetti,Daniele,D
1810,MLu,Lucidi,1976,Lucidi,Maurice,D
1811,MLd,Ludcke,1974,Lüdcke,Marianne,WD
1812,ELu,Ludwig,1932-1963,Ludwig,Edward,D
1813,BaL,Luhrmann,1992,Luhrmann,Baz,D
1814,SL,Lumet,1957-1997,Lumet,Sidney,DA
1815,ALu,A.Lumiere,1895,Lumiere,Auguste,D
1817,BLu,Luna,1993,Luna,Bigas,D
1818,PvL,Lungin,1990,Lungin,Pavel,WD
1819,IdL,Lupino,1950-1961,Lupino,Ida,AWPD
1820,HLu,Luske,1955,Luske,Hamilton,D
1821,WLu,Lustig,1982,Lustig,William,D
1822,DLy,D.Lynch,1978-1980,Lynch,David,D
1823,JLy,J.Lynch,1993,Lynch,Jennifer,D
1824,PLy,P.Lynch,1980,Lynch,Paul,D
1825,JnL,Lynn,1990-1994,Lynn,Jonathan,D
1826,AdL,Lyne,1983-1993,Lyne,Adrian,D
1827,FrL,Lyon,1956,Lyon,Francis D.,D
1828,DMc,McAnuff,1998,McAnuff,Des,D
1829,CMA,MacArthur,1935-1936,MacArthur,Charles,WDP
1830,DMD,D.MacDonald,1927-1961,MacDonald,David,D
1831,RMc,R.MacDonald,1992,MacDonald,Rodney,D
1833,RMD,MacDougall,1960,MacDougall,Ranald,D
1834,HMF,MacFadden,1930-1942,MacFadden,Hamilton,D
1836,GMy,Machaty,1926-1945,Machaty,Gustav,WD
1837,RMk,Mack,1933,Mack,Russell,D
1838,WMk,Mackay,1909,Mackay,Windsor,D
1839,SM,Mackendrick,1949,Mackendrick,Alexander (Sandy),WDA
1840,IMz,Mackenzie,1980,Mackenzie,John,D
1841,GMK,MacKinnon,1992-1999,MacKinnon,Gillies,D
1842,SML,MacLaine,1998,MacLaine,Shirley,D
1843,AMc,MacLean,1989,McLean,Alison,D
1844,IMd,Madden,1993-1994,Madden,John,D
1845,GuM,Maddin,1985-1990,Maddin,Guy,D
1847,PMa,Magwood,1971,Magwood,Paul,WD
1848,MgM,Maggenti,1997,Maggenti,Maggie,WD
1849,LMi,Maggi,1908-1914,Maggi,Luigi,D
1850,NoM,Mailer,1987,Mailer,Norman,BD
1851,xMa,Maisch,1938,Maisch,gn,D
1852,CrM,Mahlin,1997,Mahlin,Charlie,D
1853,DuM,Makavejev,1981-1985,Makavejev,Dusan,D
1854,KaK,Makk,1982,Makk,Karoly,D
1855,SMf,Makmalbaf,1999,Makmalbaf,Samira,D
1856,MMf,Makmalbaf,1996,Makmalbaf,Mohsen,D
1857,JMd,Maldonado,1989,Maldonado,Jose,D
1858,TMa,Malick,1973-1999,Malick,Terence,DPW
1859,LMa,Malle,1956-1990,Mallé,Louis,D
1860,BMa,Malmouth,1981,Malmouth,Bruce,D
1861,NlM,Malmros,1992,Malmros,Nils,D
1862,AMx,A.Malraux,1937,Malraux,André,D
1863,DMa,Mamet,1987-1988,Mamet,David,WD
1864,xMb,Mehboob,1957,Mehboob,xfn,D
1865,RM,Mamoulian,,Mamoulian,Rouben,PD
1866,MMa,Manchevski,1995,Manchevski,Milcho,D
1869,RMa,Mandel,1986,Mandel,Robert,D
1870,LuM,Mandoki,1990-1993,Mandoki,Luis,D
1871,JMn,Mangold,1995-1997,Mangold,James,D
1872,BbM,Mangolte,1974-1994,Mangolte,Babette,CD
1875,JLM,J.L.Mankiewicz,1946-1972,Mankiewicz,Joseph L.,WDP
1878,AnM,Ant.Mann,1942-1968,Bundesmann,Emil,D
1879,DaM,Dan.Mann,1952-1981,Mann,Daniel,D
1880,DeM,Del.Man,1955-1981,Mann,Delbert,D
1881,MM,M.Mann,1979-1992,Mann,Michael,WDP
1884,RoM,Ron.Mann,1981,Mann,Ron,D
1886,AlM,March,1965,March,Alex,D
1887,AMg,Margheriti,1962-1964,Margheriti,Antonio,D
1888,SMa,Margolin,1979,Margolin,Stuart,D
1889,FbM,Mari,1917,Mari,Febo,AD
1890,ELM,E.Marin,1932-1951,Marin,Edwin L.,D
1891,EuM,Eu.Marin,1972,Marin,Eugenio,D
1892,GGM,Marino,1993,Marino,Gustavo Graef,D
1893,EMr,Marischka,1955,Marischka,Ernst,D
1894,CMk,Marker,1952-1977,Bouche-Villeneuve,Christian,D
1895,TMk,Marketaki,1984,Marketaki,Tonia,D
1896,DMk,D.Markey,1991,Markey,Dave,D
1898,FlM,F.Markle,1949-1963,Markle,Fletcher,D
1899,PeM,P.Markle,1984-1989,Markle,Peter,D
1900,GoM,Markovic,1993,Marković,Goran,D
1901,RMw,Markowitz,1983-1998,Markowitz,Robert,D
1903,CMq,Marquand,1981,Marquand,Christian,DA
1904,RMq,Marquand,1981-1985,Marquand,Richard,D
1905,FrM,F.Marshall,1990-1995,Marshall,Frank,PD
1906,GM,Geo.Marshall,1917-1969,Marshall,George,AD
1907,GyM,Gey.Marshall,1982-1996,Marshall,Gerry,D
1908,PnM,P.Marshall,1990,Marshall,Penny,D
1909,ScM,S.Marshall,1997,Marshall,Scott,D
1910,dPlM,Mart,1966,Mart,Paul,D
1911,JqM,Martineau,1999,Martineau,Jaques,D
1912,EgM,E.Martin,1972,Martin,Eugenio,D
1913,MiM,M.Martin,1998,Martin,Michael,D
1914,PaM,P.Martin,1934,Martin,Paul,WD
1915,LHM,Martinson,1962-1970,Martinson,Leslie H.,D
1916,AMa,Marton,1954-1966,Marton,Andrew,D
1918,AMv,A.Marvin,1900,Marvin,Arthur,CD
1919,EMv,E.Marvin,1936,Marvin,Edward L.,D
1920,HeM,Mason,1936-1945,Mason,Herbert,D
1921,QMa,Masters,1981,Masters,Quentin,D
1922,PtM,Masterson,1986,Masterson,Peter,D
1923,AmM,Mastroianni,1989,Mastroianni,Armand,D
1924,YMa,Masumura,1957-1965,Masumura,Yasuzo,D
1925,EMt,Matalon,1977,Matalon,Eddie,WPD
1926,RdM,Mate,1948-1949,Maté,Rudolf,CD
1927,BMs,Mattinsson,1983,Mattinsson,Burney,DP
1928,AMs,Mattsson,1944-1978,Mattsson,Arne,DW
1929,NMa,Maurer,1963,Maurer,Norman,PDA
1931,PMw,P.Maxwell,1980,Maxwell,Peter,D
1932,RFM,R.Maxwell,1980-1993,Maxwell,Ronald F.,WD
1933,EMa,E.May,1970-1987,May,Elaine,D
1934,JMa,J.May,1915-1944,Mandel,Joe (Joseph),D
1935,VMa,Mayakowski,1921,Mayakowski,Vladimir,D
1936,NMe,Meyers,1998,Meyers,Nancy,WD
1938,LMf,Mayfield,1997,Mayfield,Les,D
1939,TMy,Maylam,1978,Maylam,Tony,D
1940,AM,Mayo,1926-1957,Mayo,Archie,DP
1943,PM,Mazursky,1970-1989,Mazursky,Paul,ADWP
1945,JMB,McBride,1968-1993,McBride,James,D
1946,PMC,McCandless,1990,McCandless,Peter,D
1947,LMC,McCarey,1929-1962,McCarey,Leo,WDP
1948,WMc,McCutcheon,1903,McCutcheon,Wallace,CD
1949,FMD,F.McDonald,1936-1946,McDonald,Frank,D
1950,HMD,H.McDonald,1996,McDonald,Hettie,D
1951,VME,McEveety,1970-1992,McEveety,Vincent,DA
1952,WMG,McGann,1939,McGann,William,D
1953,DMG,McGuire,1956-1957,McGuire,Don,WDA
1954,JMG,McGrath,1968-1980,McGrath,Joseph,D
1955,DMH,McHenry,1991-1994,McHenry,Doug,PD
1956,AVL,McLaglen,1956-1982,McLaglen,Andrew V.,D
1957,NLr,McLaren,1953,McLaren,Norman,D
1958,NML,McLeod,1931-1959,McLeod,Norman Z.,D
1960,IMN,McNaughton,1990-1993,McNaughton,John,WD
1962,HMR,McRae,1928,McRae,Henry,D
1963,IMT,McTiernan,1988-1993,McTiernan,John,D
1964,NkM,Mead,1993,Meade,Nick,WD
1965,PMe,Medak,1972-1994,Medak,Peter,D
1966,JMm,Medem,1994,Medem,Julio,D
1967,DM,Medford,1955-1971,Medford,Don,D
1968,LMg,Megahey,1994,Megahey,Leslie,D
1969,DMj,Mehrjui,1999,Mehrjui,Dariush,D
1970,DpM,Mehta,1994-1996,Mehta,Deepa,D
1971,GMe,Meins,1934,Meins,Gus,D
1972,GMf,Melford,1910-1923,Melford,George,D
1973,GMs,Melies,1896-1912,Méliès,Georges,D
1974,BeM,Melniker,1993,Melniker,Benjamin,PD
1975,JPM,Melville,1947-1972,Grumbach,JeanPierre,DWA
1976,LoM,Mendes,1927-1946,Mendes,Lothar,D
1977,GMx,Mendelux,1980-1986,Mendelux,George,D
1978,FMe,Mendez,1957,Mendez,Fernando,D
1979,JMr,Merendino,1998,Merendino,James,D
1980,RaM,Menendez,1989,Menendez,Ramon,D
1981,CMe,Menges,1991-1992,Menges,Chris,CD
1982,NMk,Menkes,1990,Menkes,Nina,D
1983,VlM,Menshov,1980,Menshov,Vladimir,D
1984,OrM,Mentasti,1911,Mentasti,Oreste,D
1985,JMe,Mentges,1990,Mentges,Jeff,D
1986,JM,Menzel,1966,Menzel,Jiv ri,D
1987,WCM,Menzies,1931-1954,Menzies,William Cameron,VD
1988,LMe,Mercanton,1912,Mercanton,Louis,D
1989,IsM,Merchant,1994,Merchant,Ismael,WPD
1991,AMt,Merlet,1995-1997,Merlet,Agnès,WD
1992,xMe,Merzbach,1935,Merzbach,gn,D
1993,MtM,Meshekoff,1993,Meshekoff,Matthew,D
1994,MMz,Meszaros,1988,Meszaros,Marta,D
1995,TMe,Metcalfe,1996,Metcalfe,Tim,WD
1996,AMz,A.Metzger,1990,Metzger,Alan,D
1997,RMe,R.Metzger,1961-1978,Metzger,Radley,D
1998,AMe,A.Meyer,1973,Meyer,Andrew,D
1999,NiM,N.Meyer,1979-1985,Meyer,Nicholas,BWD
2000,RuM,Russ Meyer,1959-1998,Meyer,Russ,D
2001,AMy,Myerson,1973,Myerson,Alan,D
2002,OsM,Micheaux,1931,Micheaux,Oscar,D
2003,NMv,Mikhalkov,1987,Mikhalkov,Nikita,DW
2005,Wmi,Miles,1980,Miles,William,D
2006,LM,Milestone,1925-1962,Milstein,Levis,D
2007,VMi,Mignatti,1998,Mignatti,Victor,WD
2008,IMi,Milius,1973-1982,Milius,John,WD
2009,RMl,Milland,1955,Milland,Ray,AD
2010,GaM,G.Millar,1986,Millar,Gavin,D
2011,StM,St.Millar,1972-1975,Millar,Stuart,PD
2012,ClM,C.Miller,1976-1993,Miller,Claude,D
2013,DMi,D.Miller,1941-1976,Miller,David,ED
2015,GeM,Geo.Miller,1979-1992,Miller,George,D
2016,JMl,Js.Miller,1982,Miller,Jason,AWD
2018,MMi,M.Miller,1976-1982,Miller,Michael,D
2019,REM,R.E.Miller,1966-1980,Miller,Robert Ellis,D
2020,RlM,R.Miller,1994,Miller,Randall,D
2021,AyM,Milligan,1970,Milligan,Andy,WD
2022,IlM,Milonaka,1988,Milonaka,Ilia,D
2023,RMi,Milton,1932,Milton,Robert,D
2024,AMi,Minghella,1991-1993,Minghella,Anton,WD
2025,VM,Minnelli,1943-1976,Minnelli,Vincent,D
2026,SMi,Miner,1981-1990,Miner,Steve,DP
2027,YMi,Mishima,1968,Mishima,Yukio,BA
2028,CMt,C.Mitchell,1923,Mitchell,Claude,D
2029,RMt,R.Mitchell,1999,Mitchell,Roger,D
2032,KMz,Mizoguchi,1923-1956,Mizoguchi,Kenji,DA
2033,MaM,Mobray,1984-1989,Mobray,Malcolm,D
2034,BMo,Model,1991,Model,Ben,DP
2035,EMo,Molinaro,1957-1996,Molinaro,Edouard,D
2036,GvM,Molander,1934-1938,Molander,Gustav,D
2037,PlM,Mones,1991,Mones,Paul,D
2038,ChM,Monger,1990,Monger,Christopher,WD
2039,MMo,Monicello,1981,Monicello,Mario,D
2040,IvM,Montagu,1928-1936,Montagu,Ivor,D
2041,JuM,Montell,1993,Montell,Judy,D
2042,RMr,Montero,1976,Mentero,Roberto,D
2043,RMo,Montgomery,1946-1960,Montgomery,Henry,AD
2044,IMo,Moon,1946,Moon,Irwin,D
2045,MMr,M.Moore,1990,Moore,Michael,DA
2046,RbM,R.Moore,1976-1979,Moore,Robert,DA
2047,JoM,Moorhouse,1992-1997,Moorhouse,Jocelyn,WD
2048,AMr,Morahan,1995,Morrahan,Andy,D
2049,DMo,Moreton,1999,Moreton,Dvid,D
2051,HaM,H.Morgan,1964,Morgan,Harry,D
2052,WlM,W.Morgan,1941,Morgan,William,D
2053,RtM,Morin,1992,Morin,Robert,D
2054,YoM,Morita,1980-1984,Morita,Yoshimitsu,D
2055,ShM,Moritani,1973,Moritani,Shiro,D
2056,ErM,E.Morris,1978-1997,Morris,Errol,DW
2057,HMo,H.Morris,1968,Morris,Howard,D
2058,PMo,Morrissey,1961-1978,Morrissey,Paul,DWC
2059,NnM,Moretti,1994,Moretti,Nanni,D
2060,ViM,Morrow,1961,Morrow,Vic,AD
2061,HwM,H.Morse,1972,Morse,Hollingsworth,D
2062,TMo,T.Morse,1939-1965,Morse,Terry,D
2063,RkM,Morton,1988-1993,Morton,Rocky,D
2064,BnM,Moses,1994,Moses,Ben,D
2065,JMw,Mostow,1997,Mostow,Jonathan,D
2066,IMx,Moxey,1960,Moxey,John,D
2067,GrM,Mottola,1997,Mottola,Greg,D
2068,AMo,Moyle,1990,Moyle,Alan,D
2069,RMg,Mugge,1992-1994,Mugge,Robert,DP
2070,RhM,Mulcahy,1984-1994,Mulcahy,Russell,D
2071,RyM,Muller,1993,Müller,Ray,D
2072,RMu,Mulligan,1957-1983,Mulligan,Robert,DP
2073,AMk,Munk,1963,Munk,Andrzej,D
2074,JTM,Murakami,1980,Murakami,Jimmy T.,D
2075,FM,F.W.Murnau,1919-1931,Plumpe,Friedrich Wilhelm,D
2076,DMu,D.Murphy,1922,Murphy,Dudley,D
2077,EMu,E.Murphy,1989,Murphy,Eddie,ADW
2078,GMu,G.Murphy,1980-1996,Murphy,Geoff,D
2079,RMp,R.Murphy,1941-1955,Murphy,Ralph,DW
2081,IMu,Musker,1992,Musker,John,D
2082,CMu,Musser,1982,Musser,Charles,D
2083,JMi,Musso,1937,Musso,Jeff,WDM
2084,FMx,Mutrux,1978,Mutrux,Floyd,D
2085,AiN,Naderi,1984,Naderi,Amir,D
2086,MNa,Nair,1989-1997,Nair,Mira,D
2087,SNa,Nakahara,1991,Nakahara,Shun,D
2088,TNa,Nakajima,1993,Nakajima,Takeo,WD
2089,xNa,Napier,1992,Napier,gn,D
2090,AN,Napoleon,1958,Napoleon,Art,WD
2091,MiN,Naruse,,Naruse,Mikio,D
2092,SNz,Narizzano,1966,Narizzano,Silivo,D
2093,WTN,Naud,1965-1966,Naud,William T.,DP
2094,RoN,Neame,1947-1971,Neame,Ronald,CWD
2095,GrN,Nava,1997,Nava,Gregory,WD
2096,AmN,Neckering,1990,Neckering,Amy,WD
2097,HNe,H.Needham,1977,Needham,Hal,D
2098,ANe,Negrin,1992,Negrin,Alberto,D
2099,JN,Negulesco,1944-1955,Negulesco,Jean,D
2100,MaN,Neilan,1916-1937,Neilan,Marshall,DA
2102,RWN,R.W.Neill,1917-1946,deGostric,Roy William (Roland),D
2103,JNs,Neilson,1956-1963,Neilson,James,D
2104,TBN,Nelson,1997,Nelson,Tim Blake,WD
2105,GNs,G.Nelson,1980,Nelson,Gary,D
2106,GnN,Gn.Nelson,1961,Nelson,Gene,AD
2107,JkN,J.Nelson,1927,Nelson,Jack,D
2108,RNe,R.Nelson,1962-1976,Nelson,Ralph,D
2109,JNe,Nemec,1966-1989,Nemec,Jan,D
2110,KuN,K.Neumann,1932-1958,Neumann,Kurt,DPW
2111,StN,S.Neumann,1991,Neumann,Stan,D
2112,MNe,Newell,1980-1994,Newell,Mike,D
2113,SNe,Newfield,1944,Newfield,Sam,D
2114,INw,Newland,1959-1970,Newland,John,D
2116,JNm,J.Newman,1931-1963,Newman,Joseph M.,DP
2117,PNe,P.Newman,1968-1987,Newman,Paul,ADPW
2118,FNm,Newmeyer,1922,Newmeyer,Fred,D
2119,TTN,Nga,1993,Nga,Tiana Thi Thanh,AD
2120,LNg,Ngabo,1992,Ngabo,Léonce,D
2121,FrN,Niblo,1918-1941,Nobile,Frederico (Fred),DA
2122,ANi,Niccol,1997,Niccol,Andrew,D
2123,MzN,Nichetti,1987-1993,Nichetti,Maurizio,WAD
2124,JnN,Nickman,1990,Nickman,Jan C.,PECD
2126,CAN,C.Nichols,1972,Nichols,Charles A.,D
2127,DuN,D.Nichols,1946-1947,Nichols,Dudley,WD
2128,MN,M.Nichols,1966-1997,Peschkowsky,Michael Igor,D
2129,ArN,A.Nicholson,1981,Nicholson,Arch,D
2130,JNi,J.Nicholson,1977-1990,Nicholson,Jack,AWD
2131,INi,Nicolella,1997,Nicolella,John,D
2133,WlN,Nigh,1938,Nigh,William,D
2134,RNi,Nilsson,1985,Nilsson,Rob,D
2135,LeN,Nimoy,1984-1988,Nimoy,Leonard,AD
2136,JNB,NixonBrowne,,Nixon-Browne,Jack,D
2137,CNo,Nolan,1999,Nolan,Christopher,WD
2138,ChN,Ch.Noonan,1995,Noonan,Chris,D
2139,TyN,Ty.Noonan,1964,Noon,Thomas (Tommy),APWD
2140,ToN,T.Noonan,1994,Noonan,Tom,AD
2141,LNm,Norman,1954,Norman,Leslie,D
2142,ANo,Norris,1993,Norris,Aaron,D
2143,MNm,M.Norman,1915,Norman,Mabel,(D)
2144,SNo,Norrington,1998,Norrington,Stephen,D
2145,BWN,Norton,1979,Norton,B.W.L.,D
2146,MNo,N.Nosseck,1945,Nosseck,Max,D
2147,NNo,N.Nosseck,1937-1991,Nosseck,Noel,DP
2148,JNo,Nossiter,1997,Nossiter,Jonathan,D
2149,RNo,Nougmanov,1988,Nougmanov,Rachid,D
2150,MNv,Novaro,1992,Novaro,Maria,D
2151,PhN,Noyce,1989-1997,Noyce,Phillip,D
2152,CDN,Nube,1991,Nube,Chris D.,D
2153,SiN,Nuchtern,1983,Nuchtern,Simon,D
2154,ElN,Nugent,1932-1951,Nugent,Elliot,APWD
2156,VNu,Nunez,1987-1997,N unez,Victor,D
2157,TNu,Nunn,1975-1986,Nunn,Trevor,D
2158,CNu,Nutley,1993,Nutley,Colin,D
2159,BNu,Nuytten,1989,Nuytten,Bruno,CD
2160,SvN,Nykvist,"1992,1953",Nykvist,Sven,CD
2161,CNy,Nyby,1952-1971,Nyby,Christian,D
2162,LOb,Obst,1996,Obst,Lynda,PD
2163,JOC,OConnelly,1968,O'OConnelly,James,D
2164,POC,OConnor,1988-1998,O'Connor,Pat,D
