,ACTOR_ID,STAGE_NAME,YEARS_ACTIVE,LAST_GIVEN,FIRST_GIVEN,SEX,BIRTH,DEATH,ROLE_TYPES,NATIONALITY
5018,5019,Alan Price,,,,M,,199x,RU:,Un
5019,5020,Dennis Price,1944-1972,Rose-Price,S{Dennistoun Franklyn John,M,1915,1973,R:light lead; character,Br
5020,5021,Nancy Price,1939-1952,Maude,Lillian,F,1880,1970,R:dominant,Br
5021,5022,Vincent Price,1938-1979,Price,Vincent,M,1911,1993,R:tall; mysterious gentle-voiced,Am
5022,5023,Martin Priest,1969,Priest,Martin,M,,199x,R:schlemiel,Am
5023,5024,Barry Primus,1974-1982,Primus,Barry,M,1938,199x,RU:,Am
5024,5025,Prince,1984-1990,bnc,fc,M,1958,199x,R:rocker,Am
5025,5026,William Prince,1944-1982,Prince,William,M,1913,199x,R:lead,Am
5026,5027,Victoria Principal,1972-1980,Principal,Victoria,F,1945,199x,R:lead,Am
5027,5028,Andrew Prine,1962-1976,Prine,Andrew,M,1936,199x,R:lead,Am
5028,5029,Aileen Pringle,1919-1943,Bisbee,Aileen,F,1895,199x,R:lead,Am
5029,5030,Jurgen Prochnow,,,,M,,199x,RU:,Un
5030,5031,Robert Prosky,,,,M,,199x,RU:,Un
5031,5032,Jed Prouty,1928-1949,Prouty,Jed,M,1879,1956,R:character,Am
5032,5033,Dorothy Provine,1958-1967,Provine,Dorothy,F,1937,199x,R:lead,Am
5033,5034,David Prowse,,,,M,,199x,RU:,Un
5034,5035,Juliet Prowse,1959-1966,Prowse,Juliet,F,1937,199x,R:lead,SA
5035,5036,Cameron Prudhomme,1956,Prud'homme,Cameron,F,,199x,R:sr,Ct
5036,5037,Jonathan Pryce,1983-1983,Pryce,Jonathan,M,1947,199x,R:saturnine,Br
5037,5038,Nicholas Pryor,1970-1980,Pryor,Nicholas,M,,,R:weaklings,Am
5038,5039,Richard Pryor,1968-1983,Pryor,Richard,M,1940,199x,R:black comedian,Am
5039,5040,Vladimir Pucholt,,,,M,,199x,RU:,Un
5040,5041,Frank Puglia,1934-1975,Puglia,Frank,M,1892,1975,R:character,Am
5041,5042,Lilo Pulver,1959-1966,Pulver,Liselotte,F,1929,199x,R:lead,Sw-Ge
5042,5043,Dick Purcell,1936-1944,Purcell,Dick,M,1908,1944,R:lead,Am
5043,5044,Lee Purcell,,,,,,199x,RU:,Un
5044,5045,Noel Purcell,1947-1966,Purcell,Noel,M,1900,199x,R:character,Ir
5045,5046,Reginald Purdell,1931-1948,Grasdorf,R.,M,1896,1953,R:light character,Br
5046,5047,Edmund Purdom,1953-1976,Purdom,Edmund,M,1924,199x,R:light lead,Br
5047,5048,Linda Purl,1976-1982,Purl,Linda,F,1955,199x,R:snub-nosed,Am
5048,5049,Edna Purviance,1915-1952,Purviance,Edna,F,1894,1958,R:silent lead,Am
5049,5050,Roselyne Puyo,,,,F,,199x,RU:,Un
5050,5051,Denver Pyle,1948-1979,Pyle,Denver,M,1920,199x,R:character,Am
5051,5052,Monty Python,,,,M,,199x,RU:,Un
5052,5053,Dennis Quaid,1977-1983,Quaid,Dennis,M,1955,199x,RU:,Am
5053,5054,Randy Quaid,1971-1983,Quaid,Randy,M,1953,199x,R:gangling; awkward roles,Am
5054,5055,John Qualen,1956-1990,,,M,,199x,R:Swedish immigrant,
5055,5056,Robert Quarry,1956-1977,Quarry,Robert,M,1923,199x,R:character,Am
5056,5057,Anna Quayle,1967-1971,Quayle,Anna,F,1937,199x,R:comedienne,Br
5057,5058,Anthony Quayle,1948-1984,Quayle,Anthony,M,1913,1989,R:distinguished,Br
5058,5059,Diana Quick,1971-1983,Quick,Diana,F,1946,199x,R:lead,Br
5059,5060,Rita Quigley,,,,F,,199x,RU:,Un
5060,5061,Eddie Quillan,1930-1966,Quillan,Eddie,M,1907,199x,R:bouncy; beaming,Am
5061,5062,Dennis Quilley,1969-1983,Quilley,Dennis,M,1933,199x,R:lead,Br
5062,5063,Richard Quine,1932-1942,Quine,Richard,M,1920,1989,R:juvenile,Am
5063,5064,Kathleen Quinlan,1974-1983,Quinlan,Kathleen,F,1954,199x,R:lead,Am
5064,5065,Aidan Quinn,,,,,,199x,RU:,Un
5065,5066,Aileen Quinn,,,,F,,199x,RU:,Un
5066,5067,Anthony Quinn,1936-1981,Quinn,Anthony,M,1915,199x,R:lead,Me(xican)
5067,5068,Bill Quinn,,,,M,,199x,RU:,Un
5068,5069,Valerie Quinnessen,,,,F,,199x,RU:,Un
5069,5070,Francine Racette,,,,F,,199x,RU:,Un
5070,5071,Kurt Raab,1969-1976,Raab,Kurt,M,,1988,R:sr,Ge
5071,5072,Basil Radford,1929-1951,Radford,Basil,M,1897,1942,R:imperturbable,Br
5072,5073,M.G. Ramachandran,1950,bn,fn,M,,199x,R:ty,In
5073,5074,Gilda Radner,1982,Radner,Gilda,F,*,1989,RU:,Am
5074,5075,Chips Rafferty,1940-1970,Goffage,John,M,1909,1971,R:rangy,Au
5075,5076,Frances Rafferty,1942-1961,Rafferty,Frances,F,1922,199x,R:lead,Am
5076,5077,Michael Raffetto,,,,M,,199x,RU:,Un
5077,5078,Deborah Raffin,1973-1980,Raffin,Deborah,F,1953,199x,R:lead,Am
5078,5079,George Raft,1929-1977,Ranft,George,M,1895,1980,R:smooth sinister,Am
5079,5080,Rags Ragland,1941-1946,Ragland,Rags,M,1905,1946,R:character comedian,Am
5080,5081,Steve Railsback,1971-1983,Railsback,Steve,M,,,R:character,Am
5081,5082,Raimu,1912-1946,Muraire,Jules,M,1883,1946,R:character; comic,Fr
5082,5083,Douglas Rain,,,,M,,199x,RU:,Un
5083,5084,Jack Rain,1952-1969,Rain,Jack,M,1895,1979,R:light actor,Br
5084,5085,Luise Rainer,1935-1943,Rainer,Luise,F,1909,1998x,RU:,Os
5085,5086,Cristina Raines,1974-1981,Raines,Cristina,F,1954,199x,R:lead,Am
5086,5087,Ella Raines,1943-1957,Raubes,Ella,F,1921,199x,R:lead,Am
5087,5088,Claude Rains,1933-1965,Rains,Claude,M,1889,1967,R:suave,Br
5088,5089,Ford Rainey,,,,M,,199x,RU:,Un
5089,5090,Bill Raisch,,,,M,,199x,RU:,Un
5090,5091,Rohn Raitt,1957-1957,Raitt,Rohn,M,1921,199x,R:singer,Am
5091,5092,Laya Raki,1954-1965,Raki,Laya,F,1927,199x,R:lead,NZ
5092,5093,Giovanna Ralli,1943-1975,Ralli,Giovanna,F,1935,199x,R:lead,It
5093,5094,Jessie Ralph,1921-1941,Chambers,Jessie Ralph,M,1864,1944,R:character,Am
5094,5095,Esther Ralston,1923-1940,Ralston,Esther,F,1902,199x,R:lead,Am
5095,5096,Jobyna Ralston,1923-1927,Ralston,Jobyna,F,1901,1967,R:lead,Am
5096,5097,Vera Hruba Ralston,1941-1958,Ralston,Vera Hruba,F,1921,199x,RU:,Cz
5097,5098,Marjorie Rambeau,1916-1957,Rambeau,Marjorie,F,1889,1970,R:character,Am
5098,5099,Dack Rambo,,,,M,1941,199x,RU:,Am
5099,5100,Laura Rambotham,,,,F,,199x,RU:,Un
5100,5101,Harold Ramis,,,,M,,199x,RU:,Un
5101,5102,Charlotte Rampling,1965-1982,Rampling,Charlotte,F,1945,199x,R:lead,Br
5102,5103,Sally Rand,1924-1934,Beck,Helen Gould,F,1904,1979,R:uninhibited,Am
5103,5104,Tony Randall,1957-1982,Rosenberg,Leonard,M,1920,199x,R:light comedy,Am
5104,5105,Ron Randell,1947-1983,Randell,Ron,M,1918,199x,R:lead,Au
5105,5106,Frank Randie,1940-1953,McEvoy,Arthur,M,1901,1957,R:vulgar,Br
5106,5107,Anders Randolph,1916-1929,Randolph,Anders,M,1876,1930,R:heavy villain,Am
5107,5108,Elsie Randolph,1931-1977,Randolph,Elsie,F,1904,1982,RU:,Br
5108,5109,Jane Randolph,1942-1948,Randolph,Jane,F,1919,199x,R:lead,Am
5109,5110,John Randolph,1948-1977,Randolph,John,M,1917,199x,R:pompous business man,Am
5110,5111,Prunella Ransome,1967-1975,Ransome,Prunella,F,1943,199x,R:lead,Br
5111,5112,David Rappaport,1981,Rappaport,David,M,,1990,R:sr,Ct
5112,5113,Michael Rappaport,1991,Rappaport,Michael,M,,199x,R:sr,Ct
5113,5114,Michael Rapport,,,,M,,199x,RU:,Un
5114,5115,Fritz Rasp,1922-1976,Rasp,Fritz,M,1891,1976,R:character,Ge
5115,5116,Thalmus Rasulala,1971-1977,Rasulala,Thalmus,M,1939,199x,R:black character,Am
5116,5117,Mikhail Rasumny,1940-1955,Rasumny,Mikhail,M,1890,1956,R:character,Ru
5117,5118,Basil Rathbone,1921-1967,Rathbone,Basil,M,1892,1967,R:incisive,Br
5118,5119,Gregory Ratoff,1933-1961,Ratoff,Gregory,M,1897,1960,R:foreigner,Ru
5119,5120,Peter Ratray,,,,M,,199x,RU:,Un
5120,5121,Heather Rattray,,,,F,,199x,RU:,Un
5121,5122,Blanche Ravalec,,,,F,,199x,RU:,Un
5122,5123,Herbert Rawlinson,1912-1948,Rawlinson,Herbert,M,1885,1953,R:circus star; character,Br
5123,5124,Aldo Ray,1951-1980,da Re,Aldo,M,1926,1991,R:beefy,Am
5124,5125,Andrew Ray,1950-1978,Ray,Andrew,M,1939,199x,R:juvenile lead,Br
5125,5126,Charles Ray,1919-1937,Ray,Charles,M,1891,1943,R:silent lead,Am
5126,5127,Johnnie Ray,1954-1954,Ray,Johnnie,M,1927,199x,R:`crying' singer,Am
5127,5128,Rene Ray,1930-1957,Creese,Irene (René),F,1912,199x,R:ntrodden waif,Br
5128,5129,Ted Ray,1930-1960,Olden,Charles,M,1906,1977,R:comedian,Br
5129,5130,Carol Raye,1945-1948,Corkrey,Kathleen,F,1923,199x,R:lead,Au
5130,5131,Martha Raye,1936-1979,OReed,Maggie,F,1916,1994,R:wide-mouthed comedienne,Am
5131,5132,Candy Raymond,,,,F,,199x,RU:,Un
5132,5133,Cyril Raymond,1932-1956,Raymond,Cyril,M,1897,1973,R:dull husband,Br
5133,5134,Gary Raymond,1958-1966,Raymond,Gary,M,1935,199x,R:second lead,Br
5134,5135,Gene Raymond,1931-1970,Guion,Raymond,M,1908,199x,R:lead; character,Am
5135,5136,Paula Raymond,1949-1970,Wright,Paula Ramona,F,1923,199x,R:lead,Am
5136,5137,Sheila Raynor,,,,F,,199x,RU:,Un
5137,5138,Stephen Rea,1980-1993,Rea,Stephen,M,,199x,R:sr,Ir
5138,5139,James Read,,,,M,,199x,RU:,Un
5139,5140,Bertice Reading,,,,F,,1991,RU:,Un
5140,5141,Ronald Reagan,1937-1964,Reagan,Ronald,M,1911,199x,R:good guy,Am
5141,5142,Rex Reason,1952-1960,Roberts,Bart,M,1928,199x,R:lead,Am
5142,5143,Billy Redden,,,,,,199x,RU:,Un
5143,5144,Helen Reddy,1974-1977,Reddy,Helen,F,,,R:folk singer,Am
5144,5145,William Redfield,,,,M,,199x,RU:,Un
5145,5146,Basil Redford,,,,M,,199x,RU:,Un
5146,5147,Robert Redford,1961-1984,Redford,Robert,M,1937,199x,R:lead,Am
5147,5148,Corin Redgrave,1966-1971,Redgrave,Corin,M,1939,199x,R:supporting,Br
5148,5149,Jemma Redgrave,1992,Redgrave,Jemma,F,,199x,R:plain,Br
5149,5150,Lynn Redgrave,1963-1981,Redgrave,Lynn,F,1943,199x,R:sophisticated,Br
5150,5151,Michael Redgrave,1936-1971,Redgrave,Sir Michael,M,1908,1985,R:distinguished,Br
5151,5152,Vanessa Redgrave,1958-1983,Redgrave,Vanessa,F,1937,1998x,R:lead,Br
5152,5153,Joyce Redman,1963-1963,Redman,Joyce,F,1918,199x,RU:,Ir
5153,5154,Liam Redmond,1945-1967,Redmond,Liam,M,1913,1989,R:character,Ir
5154,5155,Moira Redmond,1958-1966,Redmond,Moira,F,1958,1966,RU:,Br
5155,5156,Alan Reed,1943-1962,Bergman,Edward,M,1908,1977,R:burly,Am
5156,5157,Donna Reed,1941-1979,Mullenger,Donna,F,1921,1986,R:nice lead,Am
5157,5158,George Reed,1914-1944,Reed,George,M,1867,1852,R:black character,Am
5158,5159,Jerry Reed,,,,M,,199x,RU:,Un
5159,5160,Maxwell Reed,1946-1966,Reed,Maxwell,M,1920,1974,R:lead,Ir
5160,5161,Oliver Reed,1960-1982,Reed,Oliver,M,1938,199x,R:sullen roles,Br
5161,5162,Pamela Reed,,,,F,*,199x,RU:,Am
5162,5163,Philip Reed,1934-1967,Reed,Philip,M,1908,199x,R:lead,Am
5163,5164,Robert Reed,,,,M,,1992,RU:,Un
5164,5165,Tracy Reed,,,,F,,199x,RU:,Un
5165,5166,Harry Reems,1972,Streicher,Herbert,M,1947,199x,R:stud,
5166,5167,Angharad Rees,1971-1980,Rees,Angharad,F,1949,199x,R:intense,Br; Welsh
5167,5168,Roger Rees,,,,M,1944,199x,RU:,Br (Wales)
5168,5169,Tom Reese,1960-1966,Reese,Tom,M,1930,199x,R:character,Am
5169,5170,Ada Reeve,1944-1956,Reeve,Ada,F,1874,1966,R:character,Br
5170,5171,Christopher Reeve,1977-1984,Reeve,Christopher,M,1952,199x,R:lead,Am
5171,5172,George Reeves,1939-1953,Brewer,George,M,1932,199x,R:lead,Am
5172,5173,Kynaston Reeves,1932-1960,Reeves,Kynaston,M,1893,1971,R:character,Br
5173,5174,Steve Reeves,1954-1968,Reeves,Steve,M,1926,199x,R:muscleman,Am
5174,5175,Joe Regalbuto,,,,M,,199x,RU:,Un
5175,5176,Serge Reggiani,1946-1980,Reggiani,Serge,M,1922,199x,R:slightly-built,Fr-It
5176,5177,Frank Reicher,1926-1950,Reicher,Frank,M,1875,1965,R:character,Ge
5177,5178,Whit Reichert,,,,M,,199x,RU:,Un
5178,5179,Beryl Reid,1954-1983,Reid,Beryl,F,1918,199x,R:comedienne,Br
5179,5180,Carl Benton Reid,1941-1965,Reid,Carl,M,1894,1973,R:character,Am
5180,5181,Elliott Reid,1944-1969,Reid,Elliott,M,1920,199x,R:comedy actor,Am
5181,5182,Frances Reid,,,,F,,199x,RU:,Un
5182,5183,Kate Reid,1966-1975,Reid,Kate,F,1930,199x,RU:,Ca
5183,5184,Wallace Reid,1911-1922,Reid,Wallace,M,1890,1923,R:silent lead,Am
5184,5185,Peter Reigert,,,,M,,199x,RU:,Un
5185,5186,Tom Reilly,,,,M,,199x,RU:,Un
5186,5187,Carl Reiner,1959-1983,Reiner,Carl,M,1922,199x,R:genial,Am
5187,5188,Rob Reiner,,,,M,1945,199x,RU:,Am
5188,5189,Thomas Reiner,,,,M,,199x,RU:,Un
5189,5190,Judge Reinhold,,,,M,,199x,RU:,Un
5190,5191,Ann Reinking,1978-1982,Reinking,Ann,F,1949,199x,R:dancer,Am
5191,5192,Winston Rekert,,,,M,,199x,RU:,Un
5192,5193,George Relph,1947-1957,Relph,George,M,1888,1960,R:character,Br
5193,5194,James Remar,,,,M,,199x,RU:,Un
5194,5195,Lee Remick,1957-1980,Remick,Lee,F,1935,1991,R:lead,Am
5195,5196,Bert Remsen,,,,M,1925],199x,RU:,Am
5196,5197,Duncan Renaldo,1930-1950,Duncan,Renault Renaldo,M,1904,1980,RU:,Am
5197,5198,Simone Renant,1947,Renat,Simone,F,,199x,R:beauty,Fr
5198,5199,Liz Renay,,,,F,,199x,RU:,Un
5199,5200,James Rennie,1920-1931,Rennie,James,M,1890,1965,R:hero,Am
5200,5201,Michael Rennie,1936-1969,Rennie,Michael,M,1909,1971,R:con-man,Un
5201,5202,Kelly Reno,,,,,,199x,R:horse lover,
5202,5203,Pierre Renoir,1934-1950,Renoir,Pierre,M,1885,1952,R:character,Fr
5203,5204,Eva Renzi,1966-1980,Renzi,Eva,F,1944,199x,R:lead,Ge
5204,5205,Dan Resin,,,,M,,199x,RU:,Un
5205,5206,Tommy Rettig,1961,Rettig,Thomas,M,1951,199x,R:boy actor,Am
5206,5207,Anne Revere,1934-1976,Revere,Anne,F,1903,1990,R:stately mother,Am
5207,5208,Dorothy Revier,1922-1936,Velagra,Doris,F,1904,199x,R:silent lead,Am
5208,5209,Clive Revill,1965-1979,Revill,Clive,M,1930,199x,R:comic character,NZ
5209,5210,Aldo Rey,,,,M,,199x,RU:,Un
5210,5211,Alejandro Rey,1972-1980,Rey,Alejandro,M,,,RU:,Ar
5211,5212,Fernando Rey,1952-1979,Rey,Fernando,M,1915,199x,R:suave,Sp
5212,5213,Adeline deWalt Reynolds,1941-1954,Reynolds,Adeline deWalt,F,1862,1961,R:character,Am
5213,5214,Burt Reynolds,1961-1970,Reynolds,Burt,M,1936,199x,R:lithe; virile lead,Am
5214,5215,Debbie Reynolds,1948-1981,Reynolds,Mary Frances,F,1932,199x,R:lead,Am
5215,5216,Gene Reynolds,1936-1955,Reynolds,Gene,M,1925,199x,R:child,Am
5216,5217,Joyce Reynolds,1942-1950,Reynolds,Joyce,F,1924,199x,R:lead,Am
5217,5218,Marjorie Reynolds,1940-1962,Goodspeed,Marjorie,F,1921,199x,R:lead,Am
5218,5219,Michael J. Reynolds,,,,F,,199x,RU:,Un
5219,5220,Peter Reynolds,1946-1968,Horrocks,Peter,M,1926,1975,R:light character,Br
5220,5221,Barbara Rhoades,1968-1980,Rhoades,Barbara,F,1947,199x,R:character,Am
5221,5222,Sybil Rhoda,,,,F,,199x,RU:,Un
5222,5223,Betty Jane Rhodes,1937-1944,Rhodes,Betty Jane,F,1921,199x,R:singing second lead,Am
5223,5224,Erik Rhodes,1934-1939,Rhodes,Erik,M,1906,199x,R:comic,Am
5224,5225,Marjorie Rhodes,1939-1971,Rhodes,Marjorie,F,1902,1979,R:homely,Br
5225,5226,Madlyn Rhue,1959-1976,Roche,Madeleine,F,1934,199x,R:supporting,Am
5226,5227,Paul Rhys,1990-1995,Rhys,Paul,M,UN,199x,R:romantic; laid back,Br
5227,5228,John RhysDavies,1980-1982,Rhys-Davies,John,M,,1944,R:heavyweight character; good roisterer,Br
5228,5229,Candice Rialzon,,,,F,,199x,RU:,Un
5229,5230,Renie Riano,1937-1966,Riano,Renie,F,1899,1971,R:comedienne,Am
5230,5231,Florence Rice,1934-1943,Rice,Florence,F,1907,1974,R:lead,Am
5231,5232,Joan Rice,1950-1970,Rice,Joan,F,1930,199x,R:lead,Br
5232,5233,Charlie Rich,,,,M,1932,199x,R:contry-music singer,Am
5233,5234,Irene Rich,1918-1948,Rich,Irene,F,1891,199x,R:silent heroine,Am
5234,5235,Cliff Richard,1959-1973,Webb,Harold,M,1940,199x,R:boyish,Br
5235,5236,Addison Richards,1934-1960,Richards,Addison,M,1887,1964,R:character,Am
5236,5237,Ann Richards,1938-1952,Richards,Ann,F,1918,1982,R:lead,Au
5237,5238,Beah Richards,1962-1976,Richards,Beah,F,,,R:black,Am
5238,5239,Jeff Richards,1948-1958,Taylor,Richard Mansfield,M,1922,199x,R:general purpose,Am
5239,5240,Kim Richards,,,,F,1964,199x,RU:,Am
5240,5241,Paul Richards,1958-1975,Richards,Paul,M,1924,1974,R:general purpose,Am
5241,5242,Joely Richardson,,,,F,,199x,RU:,Un
5242,5243,John Richardson,1958-1975,Richardson,John,M,1936,199x,R:fancy dress,Br
5243,5244,Lee Richardson,,,,,,199x,RU:,Un
5244,5245,Natasha Richardson,,Richardson,Natasha,,,199x,RU:,Un
5245,5246,Ralph Richardson,1933-1984,Richardson,Sir Ralph,M,1902,1983,R:distinguished,Br
5246,5247,Harry Richman,1930-1938,Richman,Harry,M,1895,1972,RU:,Am
5247,5248,Mark Richman,1956-1971,Richman,Mark,M,1927,199x,R:general purpose,Am
5248,5249,Kane Richmond,1930-1947,Bowditch,Frederick W.,M,1906,1973,R:lead,Am
5249,5250,Debi Richter,,,,F,,199x,RU:,Un
5250,5251,Don Rickles,1958-1977,Rickles,Don,M,1926,199x,R:insult comedian,Am
5251,5252,Hal Riddle,,Riddle,Hal,M,1920,199x,RU:,Un
5252,5253,John Ridgeley,1938-1952,Rea,John Huntingdon,M,1909,1968,R:gangster,Am
5253,5254,Stanley Ridges,1923-1951,Ridges,Stanley,M,1892,1951,R:incisive; heavy-featured,Br
5254,5255,Judith Ridley,,,,F,,199x,RU:,Un
5255,5256,Leni Riefenstahl,1925-1993,Riefenstahl,Leni,F,1902,1993,R:sporty,Ge
5256,5257,Peter Riegert,,,,M,,199x,RU:,Un
5257,5258,Ron Rifkin,,,,M,,199x,RU:,Un
5258,5259,Edward Rigby,1935-1950,Rigby,Edward,M,1879,1951,R:endearingly doddery roles,Br
5259,5260,Terence Rigby,1961-1983,Rigby,Terence,M,1937,199x,R:character,Br
5260,5261,Diana Rigg,1965-1981,Rigg,Diana,F,1938,199x,R:lead,Br
5261,5262,Terence Right,,,,M,,199x,RU:,Un
5262,5263,Jack Riley,,,,M,,199x,RU:,Un
5263,5264,Larry Riley,,,,M,,199x,RU:,Un
5264,5265,Walter Rilla,1926-1965,Rilla,Walter,M,1895,199x,RU:,Ge
5265,5266,Shane Rimmer,1974-1982,Rimmer,Shane,M,,,R:supporting,Am
5266,5267,RinTinTin,1923-1955,,,A,1916,1932,R:silent,Ge
5267,5268,Molly Ringwald,1981-1990,Ringwald,Molly,F,1968,199x,R:sweet,Am
5268,5269,Brad Rinn,,,,M,,199x,RU:,Un
5269,5270,Michael Ripper,1948-1970,Ripper,Michael,M,1913,199x,R:character,Br
5270,5271,Arthur Riscoe,1934-1941,Riscoe,Arthur,M,1896,1954,R:comedian,Br
5271,5272,Elizabeth Risdon,1935-1952,Evans,E.,F,1887,1958,R:character,Br
5272,5273,Cyril Ritchard,1929-1967,Ritchard,Cyril,M,1896,1977,R:dancer; comedian,Br
5273,5274,June Ritchie,1961-1967,Ritchie,June,F,1939,199x,R:lead,Br
5274,5275,Kristen Riter,,,,F,,199x,RU:,Un
5275,5276,Martin Ritt,1976,Ritt,Martin,M,1919,1990,RU:,Am
5276,5277,John Ritter,1970-1981,Ritter,Jonathan,M,1948,199x,R:light,Am
5277,5278,Tex Ritter,1936-1946,Ritter,Woodward,M,1907,1974,R:cowboy,Am
5278,5279,Thelma Ritter,1947-1968,Ritter,Thelma,F,1905,1969,R:wry-faced,Am
5279,5280,Harry Ritz,,Ritz,Harry,M,,1986,R:singer?,Am
5280,5281,The Ritz-Brothers,1938-1939,Ritz,*,G,,199x,R:singers,Am
5281,5282,Emmanuele Riva,1959-1966,Riva,Emmanuele,F,1932,199x,R:lead,Fr
5282,5283,Cecilia Rivera,,,,F,,199x,RU:,Un
5283,5284,Chita Rivera,1969-1969,Rigueroa del Rivero,Dolores Conchita,F,1933,199x,R:dynamic dancer,Am
5284,5285,George Rivero,,,,M,,199x,RU:,Un
5285,5286,George Rivers,,,,M,,199x,RU:,Un
5286,5287,Joan Rivers,1978-1978,Rivers,Joan,F,,,R:comedienne,Am
5287,5288,Brian Rix,1951-1973,Rix,Brian,M,1924,199x,R:farcial,Br
5288,5289,Bert Roach,1921-1947,Roach,Bert,M,1891,1971,R:silent,Am
5289,5290,Lilian Roams,1994,Roams,Lilian,F,1967,199x,R:wild woman,Br
5290,5291,Adam Roarke,,,,M,,199x,RU:,Un
5291,5292,Jason Robards,1926-1961,Robards,Jason,M,1893,1963,R:character,Am
5292,5293,Jason Robards jr.,1958-1983,Roberts jr.,Jason,M,1920,199x,RU:,Am
5293,5294,Sam Robards,,Robards,Sam,M,,199x,RU:,Am
5294,5295,Gale Robbins,1944-1955,Robbins,Gale,F,1922,1980,R:lead,Am
5295,5296,Jerome Robbins,1956-1961,Robbins,Jerome,M,1918,199x,R:dancer,Am
5296,5297,Mathew Robbins,,,,M,,199x,RU:,Am
5297,5298,Richard Rober,1948-1952,Rober,Richard,M,1906,1952,R:general purpose,Am
5298,5299,John C. Roberick,,,,M,,199x,RU:,Un
5299,5300,Lyda Roberti,1932-1937,Roberti,Lyda,F,1910,1938,R:lead,Ge-Po
5300,5301,Christian Roberts,,,,M,,199x,RU:,Un
5301,5302,Doris Roberts,1974,Roberts,Doris,F,1930,199x,RU:,Am
5302,5303,Eric Roberts,1978-1981,Roberts,Eric,M,1956,199x,R:lead,Am
5303,5304,Glenn Roberts,,,,M,,199x,RU:,Un
5304,5305,Julia Roberts,1988-1990,Roberts,Julia,F,1967,199x,R:long-legged,Am
5305,5306,Michael D. Roberts,,,,M,,199x,RU:,Un
5306,5307,Pernell Roberts,1958-1979,Roberts,Pernell,M,1930,199x,R:general purpose,Am
5307,5308,Rachel Roberts,1952-1979,Roberts,Rachel,F,1930,1980,RU:,Br
5308,5309,Roy Roberts,1943-1968,Roberts,Roy,M,1900,1975,R:character,Am
5309,5310,Tanya Roberts,,,,F,*,199x,RU:,Am
5310,5311,Teal Roberts,,,,,,199x,RU:,Un
5311,5312,Theodore Roberts,1914-1928,Roberts,Theodore,M,1861,1928,R:character,Am
5312,5313,Tony Roberts,1970-1983,Roberts,Tony,M,1939,199x,R:light lead,Am
5313,5314,Jerrold Robertshaw,1918-1933,Robertshaw,Jerrold,M,1866,1941,R:gaunt,Br
5314,5315,Cliff Robertson,1955-1983,Robertson,Cliff,M,1925,199x,R:lead,Am
5315,5316,Dale Robertson,1949-1981,Robertson,Dale,M,1923,199x,R:western star,Am
5316,5317,Dennis Robertson,,,,M,,199x,RU:,Un
5317,5318,James Robertson,,,,M,,199x,RU:,Un
5318,5319,Robbie Robertson,,,,M,,199x,RU:,Un
5319,5320,Willard Robertson,1931-1948,Robertson,Willard,M,1886,1948,R:character,Am
5320,5321,Paul Robeson,1924-1955,Robeson,Paul,M,1898,1976,R:black singer,Am
5321,5322,Sir George Robey,1923-1952,Wade,George Edward,M,1869,1954,R:comedian,Br
5322,5323,Hayward Robillard,,,,M,,199x,RU:,Un
5323,5324,Dany Robin,1946-1969,Robin,Dany,F,1927,199x,R:lead,Fr
5324,5325,Andy Robinson,1971-1975,Robinson,Andy,M,,,R:character,Am
5325,5326,Ann Robinson,,,,F,,199x,RU:,Un
5326,5327,Bojangles Robinson,1935-1943,Robinson,Bill,M,1878,1949,R:black dancer,Am
5327,5328,Edward G. Robinson,1923-1973,Goldenberg,Emmanuel,M,1893,1973,R:tough,Rm
5328,5329,Francis Robinson,1925-1950,Robinson,Francis,F,1916,1971,R:supporting,Am
5329,5330,Jay Robinson,1953-1975,Robinson,Jay,M,1930,199x,R:eccentric roles,Am
5330,5331,John Robinson,1936-1961,Robinson,John,M,1908,1979,R:heavy father; tough ececutive,Br
5331,5332,Madeleine Robinson,1943-1970,Svoboda,Madeleine,F,1916,199x,RU:,Fr
5332,5333,Flora Robson,1931-1979,Robson,Dame Flora,F,1902,1984,R:distinguished,Br
5333,5334,May Robson,1915-1942,Robison,Mary,F,1858,1942,R:domineering; kindly old lady,Au
5334,5335,Wayne Robson,,,,M,,199x,RU:,Un
5335,5336,Patricia Roc,1938-1960,Riese,Felicia,F,1918,199x,R:lead,Br
5336,5337,Alex Rocco,,,,M,1936,199x,RU:,Am
5337,5338,Eugene Roche,1974-1978,Roche,Eugene,M,1928,199x,R:heavy-set; bewildered look,Am
5338,5339,Jean Rochefort,1983,,,F,1930,199x,RU:,Fr
5339,5340,Sam Rockwell,1987-1998,Rockwell,Sam,M,1969,199x,R:quirky loner,Am
5340,5341,Marcia Rodd,,,,F,,199x,RU:,Un
5341,5342,Anton Rodgers,1965-1973,Rodgers,Anton,M,1927,199x,R:comic character,Br
5342,5343,Percy Rodriques,1967-1973,Rodriques,Percy,M,1924,199x,R:black character,Ca
5343,5344,Maurice Roeves,1992,"Ro""eves",Maurice,M,,199x,R:sr,Ct
5344,5345,Buddy Rogers,1926-1948,Rogers,Charles,M,1904,199x,R:light lead,Am
5345,5346,Ginger Rogers,1930-1964,McMath,Virginia,F,1911,199x,R:comedienne; dancer,Am
5346,5347,Jean Rogers,1934-1951,Lovegren,Eleanor,F,1916,199x,R:light lead,Am
