,ID,TITLE,RELEASE_YEAR,PRODUCER_NAME,STUDIO,GENRE
8654,MLH5,Nasty Habits,1976,PN:Robert Enders,St:Brut;Bowden,Comd
8655,MLH10,Dr. Fisher of Geneva,1980,PN:,St:Consolidated,Noir
8656,MLH20,The Object of Beauty,1991,PN:,SU:,Romt
8657,MLn10,Tm:The Loneliest Runner,1976,PN:M.Landon,SU:,CTxx
8658,MLu10,Tm:Street People,1976,PN:,SU:,Actn
8659,MMi10,Jackson County Jail,1976,P:Corman,St:U.A.; NWP,Actn
8660,MMi20,Tm:Silent Rage,1982,PN:,SU:,CTxx
8661,MMi21,National Lampoon's Class Reunion,1982,PN:Marty Simmons,St:ABC,Comd
8662,MSz8,Tm:Car Wash,1976,PN:,SU:,CTxx
8663,MSz10,Tm:Which Way is Up?,1977,PN:,SU:,Comd
8664,MSz11,Tm:Greased Lightning,1977,PN:Hannah Weinstein,St:Third World,BioP
8665,MSz15,Tm:Carbon Copy,1981,PN:,SU:,CTxx
8666,MSz25,Livin' Large!,1991,PN:,SU:,Comd
8667,MxB10,Tm:Ode to Billy Joe,1976,PN:,SU:,Dram
8668,NiG10,Tm:The Little Girl Who Lives Down the Lane,1976,PN:,SU:,CTxx
8669,NiG20,Tm:It Rained All Night the Day I Left,1983,PN:,SU:,CTxx
8670,PSy10,Tm:To the Devil...A Daughter,1976,PN:,SU:,CTxx
8671,RbM1,Murder by Death,1976,P:Ray Stark,St:MGM,Susp; Comd
8672,RbM10,Chapter Two,1979,PN:Margaret Booth,St:Columbia,Dram
8673,RHf10,Futureworld,1976,PN:James T. Aubrey jr.; Paul Lazurus III,St:AIP,Fant; Susp
8674,RHf20,Tm:I; The Jury,1982,PN:Robert Solo,St:American Cinema,Actn
8675,RHo1,Grand Theft Auto,1976,P:Corman,St:NWP,Actn
8676,RHo5,Night Shift,1982,PN:Brian Glazer,St:Warners,Comd
8677,RHo10,Splash,1984,PN:Brian Grazer,St:Touchstone-Disney,Romt
8678,RHo12,Cocoon,1985,PN:R.Zanuck; D.Brown; Lili Zanuck,St:Fox,Romt;ScFi
8679,RHo14,Gung Ho,1986,PN:,SU:,Comd
8680,RHo15,Willow,1987,P:G.Lucas,SU:,Fant
8681,RHo17,Cocoon; the Return,1988,PN:,SU:,Romt
8682,RHo20,Parenthood,1989,PN:Brian Grazer,St:Universal,Comd
8683,RHo22,Backdraft,1991,PN:,St:Universal,Actn
8684,RHo24,Far and Away,1992,PN:,SU:,Fant
8685,RHo27,The Paper,1994,PN:,SU:,Fant
8686,RHo29,Apollo 13,1995,P:Brian Grazer,S:Universal,BioP; Hist; Advt
8687,RHo31,Ransom,1996,PU:,S: Touchstone,Susp
8688,RHo34,EDtv,1999,PN:Brian Grazer; Howard,St:Universal,Comd
8689,RMr10,Penetration,1976,P:Mishkin,SU:,porn
8690,SOS10,Sparkle,1976,PN:,SU:,Musc;BioP
8691,SRf10,Adventures of the Wilderness Family,1976,PN:,SU:,Advt
8692,SRf20,Tm:The Ice Pirates,1984,PN:,SU:,CTxx
8693,SRf21,Tm:The Philadelphia Experiment,1984,PN:Joel B. Michaels; Douglas Curtis,St:New World,ScFi
8694,TKo10,Tm:Fun with Dick and Jane,1976,PN:,SU:,CTxx
8695,TKo15,Tm:North Dallas Forty,1979,PN:Frank Yablans,St:Paramount,Dram
8696,TKo19,Tm:Split Image,1982,PN:,SU:,Dram
8697,TKo20,First Blood,1982,PN:Buzz Feitshans,St:Carolco,Actn
8698,TKo22,Tm:Uncommon Valor,1983,PN:John Milius; Buzz Feitshans,St:Paramount,Actn
8699,WGi5,Tm:Grizzly,1976,PN:David Sheldon; Hasrvey Flaxman,St:Film Ventures international,Horr
8700,WGi10,Tm:Day of the Animals,1977,PN:Edward L. Montero,St:Film Ventures Int.,Horr
8701,WGi15,Tm:The Manitou,1978,PN:Melvin Simon,SU:,Horr
8702,WiW1,Kings of the Road,1976,PN:,SL:FRG,
8703,WiW2,Alice in the Cities,1977,PN:,SL:US,
8704,WiW4,The American Friend,1977,PN:,SL:US,
8705,WiW9,Hammett,1982,P:Coppola,St:Orion; Zoetrope,Susp
8706,WiW12,Paris; Texas,1984,PN:Don Guest; Anatole Dauman,St:road Movies SL:US,Susp
8707,WiW20,Wings of Desire,1988,PN:,St:Miramax,Fant
8708,WiW25,Until the End of the World,1992,PN:,SU:,Fant
8709,WiW27,The End of Violence,1997,PU:,SU:,CnR
8710,WiW29,City of Angels,1998,PN:Dawn Steel; Arnon Milchan,S:Warners,Dram
8711,Z3410,Amelia Earhart,1976,PN:,SU:,BioP
8712,Z3411,The Day After Trinity,1981,PN:,SU:,Docu
8713,Z3412,Enola Gay,1980,PN:,SU:,Docu
8714,Z3414,The Manhattan Project,1986,PN:,SU:,Docu
8715,AGr10,The Last Dinosaur,1977,PN:Arthur Rankin jr.; Jules Bass,SL:Japan,ScFi
8716,AsL10,Tm:Golden Rendezvous,1977,PN:Milton Okun,St:Film Trust,Actn
8717,ASo1,Alice; Sweet Alice,1977,PN:,SU:,Ctxx
8718,CBt3,Killer of Sheep,1977,PU:,SU:,Dram
8719,CBt10,To Sleep with Anger,1990,PN:; Danny Glover,SU:,Comd
8720,CBt15,Nightjohn,1997,PU:,SU:,CTxx
8721,CSr4,Elisa; vida mia,1977,PN:,SU:,
8722,CSr5,Cria!,1977,PN:,SU:,
8723,CSr7,Horas Dulces,1981,PN:,SU:,
8724,CSr8,Bodas de Sangre,1981,PN:,SU:,Musc
8725,CSr10,Carmen,1983,PN:Emiliano Piedra,St:Television Espanola; Orion,Musc
8726,CSr15,Al Amor Brujo,1986,PN:,SU:,Musc
8727,CSr20,The Obscure Night,1989,PN:,SU:,Dram
8728,CSr25,Ay; Carmela!,1991,PN:,SU:,
8729,CSr30,Tango,1998,PU:,SU:,Ctxx
8730,EMt10,Cauchemares,1977,PN:Matalon; Nicole Mathieu Boisvert,St:21st Century; SL:Canada,Horr
8731,FrS10,The Chicken Chronicles,1977,,St:Avco,Comd;Dram
8732,HNe10,Tm:Smokey and the Bandit,1977,PN:Robert R. Levy,St:Universal,Actn
8733,HNe12,Tm:Hooper,1978,PN:,SU:,CTxx
8734,HNe15,Tm:Smokey and the Bandit II,1980,PN:Mort Engeberg,St:Universal,Sctn
8735,HNe17,The Cannonball Run,1981,PN:,SU:,Actn
8736,HNe20,Tm:Stroker Ace,1983,PN:,SU:,Comd
8737,HNe25,Tm:Cannonball Run II,1984,PN:,St:Warners,Actn
8738,HoG10,Goliathon,1977,PN:Rumme Shaw,St:Shwa Bros.; World Northal; SL:HK,Advt
8739,JBr10,Tm:You Light Up My Life,1977,PN:,SU:,Romt
8740,JlS10,The Cookies,1977,PN:,SU:,Ctxx
8741,JNi1,Drive; He Said,1977,PN:,St:Columbia,Dram
8742,JNi10,Goin' South,1978,PN:Henry Gittes; Harold Schneider,St:Paramount,Comd;West
8743,JNi20,The Two Jakes,1990,PN:Tom Erven; Harold Schneider,St:Paramount,Actn
8744,JNi24,Wolf,1994,PN:,St:Columbia,Hor
8745,JPR10,Le Sauvage,1977,PN:,SU:,CTxx
8746,JPR25,Cyrano de Bergerac,1991,PN:,SU:,Advt
8747,MPr1,The Bad News Bears in Breaking Training,1977,PN:Leonard Goldberg,St:Paramount,
8748,MPr4,Boulevard Nights,1979,PN:,SU:,Dram
8749,MPr6,Some Kind of Hero,1981,PN:Howard C. Koch,St:Paramount,Dram
8750,MPr10,Tm:Doctor Detroit,1983,PN:,SU:,Comd
8751,MPr11,Pirates of Penzance,1983,PN:,St:Universal,Musc
8752,MPr25,Saint Maybe,1998,PU:,S:Hallmark; SD:CBS,Dram
8753,NCh10,Stand Up Virgin Soldiers,1977,PN:Greg Smith,St:Warners,Comd
8754,OlH1,Tentacles,1977,PN:E.F. Doria,St:Esse Cinematografica,Ctxx
8755,RBn10,Tm:Outrageous,1977,PN:,SL:Canada,Romt
8756,RCj10,Survive!,1977,PN:Cardona,St:Paramount,Horr
8757,RCj11,Tintorera ... Bloody Waters,1977,PN:Gerald Green,St:United Film Distribution,Horr
8758,RCj20,Guyana; Cult of the Dammned,1980,P:Cardona,St:Universal,Horr
8759,RDo5,Tm:Sleeping Dogs,1977,PN:,SU:,Ctxx
8760,RDo10,The Bounty,1984,PN:Bernard Williams,St:DeLauretiis,Dram
8761,RDo20,No Way Out,1987,PN:Laura Ziskin; Robert Garland,SU:,Susp
8762,RDo26,Cocktail,1989,PN:,SU:,Comd
8763,RDo28,Cadillac Man,1990,PN:,SU:,Comd
8764,RDo30,White Sands,1990,PN:William Sackheim; Scott Rudin,St:Warners,Dram
8765,RDo32,The Getaway,1994,PN:David Forster; Lawrence Turman; John Alan Simon,St:Largo,Susp
8766,RDo36,Dante's Peak,1997,P:Gale Anne Hurd; Joseph M. Singer,S:Universal,Disa
8767,RMY10,Tm:Short Eyes,1977,PN:,SU:,Docu
8768,RMY15,Tm:One Trick Pony,1980,PN:Michael Tannen,SU:,Muscl
8769,RVD10,Tm:Family Enforcer,1977,PN:,SU:,Ctxx
8770,SCo10,Tm:The Disappearance,1977,PN:David Hemmings,St:Trafar; Tiberius SL:Canada,Susp
8771,SLw10,A Certain Sacrifice,1981,PN:,SU:,Porn
8772,SRi2,Six Weeks to Live,1977,PN:Bruce Campbell,SU:,Horr
8773,SRi3,Within the Woods,1979,PN:,SU:,Horr
8774,SRi5,The Evil Dead,1982,PN:,St:; SD:Palace,Horr
8775,SRi6,Crime Wave,1984,PN:,St:Embassy,Horr
8776,SRi8,The Evil Dead II,1987,PN:,SU:,Horr
8777,SRi9,Night Crew,1988,PN:,St:Universal,Horr
8778,SRi10,Darkman,1990,PN:,SU:,Comd
8779,SRi18,A Simple Plan,1998,PU:,S:Paramount,Susp
8780,SWa10,Tm:Sinbad and the Eye of the Tiger,1977,PN:Charles H. Scheer; Ray Harrthausen,St:Columbia,Advt
8781,TAb10,The Wishing Tree,1977,PN:,SU:,Dram
8782,TyH10,I-Omante,1977,PN:,SU:,Ctxx
8783,UlO10,Madame X,1977,PN:,SU:,Porn
8784,UlO12,Ticket of no Return,1979,PN:,SU:,Dram
8785,UlO17,The Portrait of Dorian Gray in the Yellow Press,1984,PN:,SU:,Actn;Dram
8786,UlO20,Freak Orlando,1985,PN:,SU:,Porn
8787,UlO25,Joanne D'Arc of Mongolia,1989,PN:,SU:,Porn;Advt
8788,WLe10,Tm:Happy Hooker Goes to Washington,1977,PN:,SU:,Porn
8789,WSa5,The Incredible Melting Man,1977,PN:Samuel W. Gelfman,St:AIP,ScFi
8790,WSa10,Galaxina,1980,PN:Marylin J. Tenser,St:Crown,ScFi;Comd
8791,AlB10,Dracula's Dog,1978,PN:Charles Band; Frank Ray Perilli,St:Crown,Horr
8792,BuH10,Heaven Can Wait,1978,PN:,SU:,Romt
8793,BuH15,Tm:First Family,1980,PN:,SU:,Comd
8794,BvH8,Tm:Every Which Way But Loose,1978,PN:,SU:,CTxx
8795,BvH10,Tm:Any Which Way You Can,1980,PN:,St:Warners,Ctxx
8796,CBP10,Tm:Norseman,1978,P:C.B.Pierce,St:AIP,Advt
8797,CBP12,Tm:The Evictors,1979,PN:,St:AIP,Horr
8798,CoA1,Thunder and Lightning,1977,PN:,SU:,Ctxx
8799,CoA10,Avalanche,1978,PN:,SU:,Ctxx
8800,DDy10,The Tool Box Murders,1978,PN:Tony Didio,St:Delected,Horr;Porn
8801,DeJ10,Jubilee,1978,PN:Joseph Kane,St:Whaley-Malin,Fant
8802,DeJ18,The Angelic Conversation,1985,PN:,SU:,Ctxx
8803,DeJ20,The Last of England,1987,PN:,SU:,Ctxx
8804,DeJ28,Edward II,1992,PN:,St:Fine Line,Dram
8805,DeJ30,Wittgenstein,1993,PN:,SU:,Ctxx
8806,DeJ32,Blue,1994,PN:,SU:,Surl
8807,DLy1,Eraserhead,1978,P:D.Lynch,SU:,ScFi
8808,DLy2,Elephant Man,1980,PN:,SU:,BioP
8809,DLy5,Tm:Dune,1984,P:R.DeLaurentiis,St:DeLaurentiis; SD:Universal,ScFi
8810,DLy8,Blue Velvet,1986,PN:,SU:,Comd;Fant;Dram
8811,DLy10,Twin Peaks,1989,PU:,SU:,Dram; CnR
8812,DLy12,Wild at Heart,1990,PN:,SU:,Dram
8813,DLy18,Lost Highway,1996,PU:,SU:,Dram
8814,DLy21,The Straight Story,1999,PU:,SU:,Advt
8815,DWr10,Ice Castles,1978,PN:John Kemeny,S:Columbia,Dram; Romt
8816,ErM1,Gates of Heaven,1978,PN:,St:none,
8817,ErM2,Vernon; Florida,1981,PN:,St:none,
8818,ErM3,The Thin Blue Line,1988,PN:,St:none,Docu
8819,ErM10,A Brief History of Time,1992,PN:,St:Triton,BioP;Docu
8820,ErM20,Fast; Cheap; and Out of Control,1997,PU:,SU:,Docu
8821,ErM25,Mr. Death,1999,PU:,SU:,BioP
8822,FDG10,Tm:Once in Paris,1978,PN:Gilroy,SU:,Romt
8823,FGi10,L'Etat Sauvage,1978,PN:,St:Gaumont,Dram
8824,FGi20,L'Elegant Criminel,1990,PN:Ariel Zeitman,St:RKO,Comd
8825,FMx10,American Hot Wax,1978,PN:Art Linson,St:Paramount,Musc;BioP
8826,GeM2,Mad Max,1979,PN:,SU:,Fant
8827,GeM5,Tm:The Man from Snowy River,1982,PN:Michael Edgley,St:Cambridge,Actn
8828,GeM6,The Road Warrior,1982,PN:,SU:,CTxx
8829,GeM15,Mad Max: Beyond Thunderdome,1986,PN:,SU:,Ctxx
8830,GeM17,The Witches of Eastwick,1987,PN:Neil Canton; PeterGuber; John Peters,St:Lenox,Fant
8832,GeM30,Babe: Pig in the City,1998,PU:,S:Universal,Comd; Fant
8833,IdB10,Attack of the Killer Tomatoes,1978,PN:Steve Pace; deBello,St:NAI,Horr; Comd
8834,IdB12,Return of the Killer Tomatoes,1988,PU:,SU:,Horr; Comd
8835,IdB14,Killer Tomatoes Strike Back,1990,PU:,SU:,Horr; Comd
8836,IdB16,Liller Tomatoes Eat France,1991,PU:,SU:,Horr; Comd
8837,ICd10,The Dark,1979,PN:,St:Film Ventures Int.,Horr
8838,HgS10,The Time Machine,1978,PN:James Simmons,St:Sunn Classics; NBC,ScFi
8839,HoZ5,Hearts of the West,1975,PN:,SU:,IO; West; T(1929)
8840,HoZ10,Tm:House Calls,1978,PN:Alex Winitsky; Arlene Sellers,St:Universal,Comd
8841,HoZ12,The Main Event,1979,P:Peters; Streisand,St:Warners,Comd
8842,HoZ14,Private Benjamin,1980,P:Goldie Hawn,SU:,CTxx
8843,HoZ18,Tm:Unfaithfully Yours,1983,PN:Marvin Worth; Joe Wizan,St:Fox,Comd
8844,HoZ23,My Girl,1993,PN:,SU:,Comd
8845,HoZ24,My Girl 2,1994,PN:,St:Columbia,Comd
8846,HSu10,Tm:Deathsport,1978,P:Corman,St:New World,Horr
8847,JCm5,The Terminator,1991,P:G.A.Hurd,SU:,ScFi;Actn
8848,JCm10,Aliens,1986,P:G.A.Hurd,St:Fox,ScFi
8849,JCm13,The Abyss,1989,P:G.A.Hurd,SU:,ScFi
8850,JCm20,Terminator 2,1991,PN:Mario Kassar;,St:Carolco,Actn;ScFi
8851,JCm25,True Lies,1994,PN:,SU:,Actn;Romt
8852,JCm28,Titanic,1997,P:J.Cameron; Jon Landau; Ray Santini,S:Paramount; Fox,Docu; Dram; Epic
8853,JHy10,Tm:Return Engagement,1978,PN:,SU:,CTxx
8854,JTo1,Finger,1978,PN:,SU:,Ctxx
8855,JTo2,Love and Money,1982,PN:,SU:,Ctxx
8856,JTo3,Exposed,1983,PN:,St:MGM-U.A.,Advt
8857,JTo5,The Pick-up Artist,1986,PN:,SU:,Romt;Comd
8858,JTo7,The Big Bang,1990,PN:Joseph Kanter,SU:,Docu
8859,JTo15,Two Girls and a Guy,1998,PU:,SU:,Comd
8860,LBe1,The First Fight,1978,PU:,SU:,CTxx
8861,LBe3,Le Grand Bleu,1985,PU:,SU:,CTxx
8862,LBe5,Subway,1990,PN:,SU:,CTxx
8863,LBe10,La Femme Nikita,1991,PN:,St:Gaumont,Actn; Susp
8864,LBe15,Leon; the Professional,1994,PU:,SU:,Dram
8865,LCh4,The Private Files of J. Edgar Hoover,1978,P:L.Cohen,St:AIP,BioP
8866,LCh10,Tm:Q,1982,PN:Samuel Z. Ardkoff,SU:,ScFi
8867,LCh15,God Told Me So,1985,PN:,SU:,Horr;ScFi
8868,PSc1,Blue Collar,1978,PN:Don Guest,St:Universal,Dram
8869,PSc10,Hardcore,1979,PN:John Milius,St:Columbia,Dram
8870,PSc12,American Gigolo,1979,PN:Freddie Fields,St:Paramount,Dram
8871,PSc20,Cat People,1982,PN:Charles Fries,St:Universal,
8872,PSc30,The Comfort of Strangers,1991,PN:Gianni Quaranta,SU:,Horr
8873,PSc32,Light Sleeper,1992,PN:,SU:,Ctxx
8874,PSc35,Mishima,1995,PU:,SU:,CTxx
8875,PSc39,Touch,1997,PU:,SU:,Dram
8876,PSc41,Affliction,1999,PU:,SD:LionsGate,Dram
8877,RBu10,Tm:Hot Lead and Cold Feet,1978,PN:,St:Disney,Comd;West
8878,RBu15,Tm:Night of the Juggler,1980,PN:,St:Columbia,Actn
8879,RBu20,Tm:Up the Creek,1984,PN:,SU:,Comd
8880,RFi10,The Clonus Horror,1978,PU:,SU:,ScFi
8881,RHy10,Tm:The Wicker Man,1978,PN:Peter Snell,St:British Lion,Horr
8882,RiL10,Tm:Night Cries,1978,PN:,SU:,CTxx
8883,RiL14,Tm:Change of Seasons,1980,PN:,SU:,CTxx
8884,RiL15,Tm:The Mountain Men,1980,PN:,SU:,CTxx
8885,RKl10,Tm:Thank God it's Friday,1978,PN:,SU:,CTxx
8886,RoE10,Tm:Stevie,1978,PN:Enders,St:First Artists,BioP
8887,RS1,The Duelists,1978,PN:David Puttnam,St:NFFC,Advt
8888,RS2,Alien,1979,PN:,SU:,ScFi
8889,RS3,Blade Runner,1981,P:Michael Deelet,St:Warners,ScFi; Noir
8890,RS8,Legend,1985,P:Arnon Milchan,St:Fox; Universal SL:London,Fant
8891,RS9,Alien 2,1986,PN:,St:Fox,ScFi
8892,RS11,Someone To Watch Over Me,1987,PN:,SU:,Dram
8893,RS14,Black Rain,1989,PN:,SU:,Actn
8894,RS15,Thelma and Louise,1989,PN:R.Scott; Mimi Scott,St:Pathe,Actn
8895,RS20,1492: Conquest of Paradise,1989,PN:R.Scott; Roselyne Bosch,SU:,BioP
8896,RS26,White Squall,1996,PU:,SU:,Advt
8897,RS28,G.I. Jane,1997,PN:R.Scott; Roger Birnbaum; Demi Moore; Suzanne Todd,S:Universal; SD: Buena Vista,Dram
8898,SRa5,The Buddy Holly Story,1978,PN:Fred Bauer,St:Innavision; ECA;Columbia,Musc; BioP
8899,SRa10,Under the Rainbow,1981,PN:Fred Bauer,SU:,Ctxx
8900,TCh1,Up in Smoke,1978,PN:,St:Paramount,Comd
8901,TCh2,Cheech and Chong's Next Movie,1980,PN:Howard Brown,St:Universal,Comd
8902,TCh3,Cheech and Chong's Nice Dreams,1981,PN:,SU:,Ctxx
8903,TCh4,It Came from Hollywood,1982,PN:,SU:,Ctxx
8904,TCh5,Still Smokin',1983,PN:,SU:,Ctxx
8905,TCh6,Cheech and Chong's The Corsican Brothers,1984,PN:,SU:,Ctxx
8906,TMy10,Tm:Riddle of the Sands,1978,PN:Drummond Challis,St:Rank,Advt
8907,ToZ10,Tm:Cat in the Cage,1978,PN:,SU:,Ctxx
8908,ToZ20,Tm:Guns and Fury,1982,PN:,SU:,Ctxx
8909,WaG10,The Secret Life of Plants,1978,PN:,SU:,Docu
8910,WBe1,Heaven Can Wait,1978,P:Beatty,St:Paramount,Romt
8911,WBe2,Reds,1981,P:Beatty,St:Paramount,
8912,WBe10,Dick Tracy,1990,P:Beatty,St:Touchstone,Comd
8913,WBe15,Bulworth,1998,P:Beatty,SU:,Comd
8914,Z7820,Parts; The Clonus Horror,1978,PU:,SU:,ScFi
8915,Z7840,Rabbit Test,1978,PN:,SU:,Comd
8916,Z7850,The Hiding Place,1978,P:Billy Graham,,col
8917,AAl6,The Four Seasons,1981,P:M.Bregman,St:Universal,Romt
8918,AAl10,Sweet Liberty,1981,P:M.Bergman,St:Universal,Romt
8919,AAl20,Betsy's Wedding,1990,PN:M.Bergman; Louis A. Stroller,St:Touchstone,Comd
8920,AAr10,Tm:Rock 'N Roll High School,1979,PN:,SU:,Musc
8921,AAr20,Tm:Heartbeeps,1981,PN:,SU:,ScFi
8922,ABr1,Real Life,1979,PN:,SU:,Comd
8923,ABr2,Modern Romance,1981,PN:,SU:,Ctxx
8924,ABr3,Lost in America,1985,PN:Mart Katz,St:Warners,Dram
8925,ABr4,Defending Your Life,1991,PN:,St:Warners,Comd
8926,ABr7,Mother,1996,PU:,SU:,Comd
8927,ABr9,The Muse,1998,PU:,SU:,Comd
8928,AlC10,Série Noir,1979,PN:,St:Gaumont,Noir
8929,AlC20,Tous Les Matins Du Monde,1992,PN:,SU:,Dram;BioP
8930,AnC10,Tm:Smokey and the Hotwire Gang,1979,PN:,SU:,Ctxx
8931,BaB10,Tm:Cloud Dancer,1979,PN:,SU:,Ctxx
8932,BBi10,Tm:North Avenue Irregulars,1979,PN:,St:Disney,Comd
8933,BWN1,More American Graffiti,1979,P:G.Lucas,St:Universal,
8934,CiS10,Sensuous Vampires,1979,PN:Robert E; Waters,St:Capricorn Three,Porn
8935,CiS40,Eye of the Eagle III,1990,PN:Christopher R. Santiago,St:New Horizons,Actn
8936,DLD10,Hot Stuff,1979,PN:,St:Rastar,CnR
8937,EWS4,Vampire,1979,PN:Gregory Hoblit,St:ABC,Horr
8938,EWS10,The Secret Passion of Robert Clayton,1992,PN:,St:USA,Dram
8939,FWa10,Tm:When a Stranger Calls,1979,PN:Melvin Simon,St:U.A.,Susp
8940,GiA10,My Brilliant Career,1979,PN:Margaret Fink,SU:,Dram
8941,GiA20,High Tide,1987,PN:,SU:,Dram
8942,GiA30,The Last Days of Chez Nous,1993,PN:Jan Chapman,St:Fine Line Features,Comd
8943,GiA32,Little Women,1993,PN:,SU:,Dram
8944,GiA35,Oscar and Lucinda,1996,PU:,SU:,Romt
8945,HBe1,The Onion Field,1979,PN:,SU:,Ctxx
8946,HBe2,Tm:Black Marble,1976,PN:,SU:,Ctxx
8947,HBe10,Sea of Love,1989,P:Bregman,St:Universal,Susp
8948,HBe15,Malice,1993,PN:Rachel Pfeffer; Charles Mulvehill; Becker,St:NewLine; Columbia,Susp
8949,HBe18,City Hall,1996,PU:,SU:,Susp
8950,HBe20,Mercury Rising,1998,PU:,SU:,CNr
8951,ICt10,Tm:Mountain Family Robinson,1979,PN:,SU:,Advt
8952,Ird10,Middle Age Spread,1979,PU:,SU:,Romt; Comd
8953,Ird12,Carry Me Back,1982,PU:,SU:,Comd
8954,Ird14,Leave All Fair,1985,PU:,SU:,Dram
8955,Ird16,Last Tattoo,1994,PU:,SU:,
8956,JaF10,Tm:Penitentiary,1979,PN:,SU:,CTxx
8957,MBr5,Tm:Going in Style,1979,PN:,SU:,Ctxx
8958,MBr10,Beverly Hills Cop,1984,PN:Don Simpson; Jerry Bruckheimer; Spielberg,St:Paramount,Comd
8959,MBr14,Midnight Run,1988,P:Brest,SU:,Comd
8960,MBr19,Scent of a Woman,1992,P:Brest,St:Universal,Comd
8961,MBr25,Meet Joe Black,1998,PU:,SU:,Dram
8962,MCh5,Tm:Hussy,1979,PN:,St:Boyd's company,Dram
8963,MeS10,Mean Dog Blues,1979,PN:,SU:,CTxx
8964,MM10,Tm:Thief,1979,P:M.Mann,St:U.A.,Dram
8965,MM20,The Keep,1983,PN:Gene Kirkman; Howard W. Koch jr.,St:Paramount,Fant
8966,MM25,The Manhunter,1986,P:,SU:,Horr;Susp
8967,MM30,The Last of the Mohicans,1992,PN:,SU:,Dram
8968,MLt5,Gold of the Amazon Women,1979,PN:Alfred Leone,SU:,Advt
8969,MLt10,Class of '84,1982,PN:Tom Holland,SL:Canada,Dram
8970,MLt15,Tm:Firestarter,1984,PN:,SU:,Horr
8971,MLt20,Space Camp,1988,PN:,SU:,ScFi
8972,MLt22,Amazon Women on the Moon,1989,PN:,SU:,ScFi
8973,MRb10,Tm:Corvette Summer,1979,PN:Hal Barwood,St:MGM,Advt
8974,MRb15,Tm:The Dragonslayer,1981,P:Koch; Hal Barwood,St:Disney,Fant
8976,NiM5,Time After Time,1979,PN:Herb Jaffe,St:Warners,Fant
8977,NiM12,Star Trek II: The Wrath of Khan,1982,PN:,SU:,ScFi
8978,NiM13,The Day After,1983,PN:,SU:,CTxx
8979,NiM20,The Deceivers,1985,PN:Ismail Merchant,SU:,Advt
8980,NiM30,Star Trek VI; The Undiscovered Country,1989,P:Nimoy,St:Paramount,ScFi
8982,PAal,Tm:A Force of One,1979,PN:,SU:,Ctxx
8983,RDS1,On The Yard,1979,P:R.D.Silver,St:Midwest Films,Ctxx
8984,RDS2,Walk on the Moon,1985,P:R.D.Silver,St:Midwest Films,Ctxx
8985,SDr1,Love at First Bite,1979,PN:Joel Freeman,St:Simon,Comd;Romt
8986,SDr10,Mr. Mom,1983,PN:Aaron Spelling,St:Sherwood,Comd
8987,SMa10,Tm:A Shining Season,1979,PN:,SU:,CTxx
8988,SyS1,Rocky II,1979,P:I.Winkler; Chartoff,St:U.A.,Dram
8989,SyS2,Rocky III,1979,PN:James D. Brubaker; Chartoff,St:U.A.,Dram
8990,Sys3,Rocky IV,1985,P:I.Winkler; Chartoff,St:MGM-U.A.,Dram
8991,TJe10,Tm:The Odd Angry Shot,1979,PN:,SU:,CTxx
8992,TrJ10,Monty Python's Life of Brian,1979,PN:John Goldstone,St:Universal,Fant
8993,TrJ12,Tm:Secret Policeman's Ball,1980,PN:,SU:,Comd
8994,TrJ14,Tm:Secret Policeman's Other Ball,1982,PU:,SU:,Comd
8995,TrJ15,Monty Python's the Meaning of Life,1983,PN:John Goldstone,St:Universal,Fant
8996,TrJ20,Personal Services,1987,PN:,SU:,BioP
8997,YoK1,Lensman,1979,PN:,St:Kodansha,ScFi
8998,WRi10,Winter Kills,1979,P:Frankenheimer,SU:,Dram
8999,WRi20,A Night in the Life of Jimmy Reardon,1985,PN:Russel Schwartz,St:Fox,Comd
9000,ALi10,Tm:Where the Buffalo Roam,1980,PN:,St:Universal,Noir
9001,ALi15,The Wild Life,1984,PN:,SU:,Comd
9002,AnA10,Tm:The Gunslinger,1980,PN:,SU:,Ctxx
9003,BBr10,Tatoo,1980,P:Levine,,Ctxx
9004,BBy10,Tm:Lifepod,1980,PN:,SU:,Ctxx
9005,BGr10,Tm:Wilma,1980,PN:,SU:,CTxx
9006,CBd10,Tm:Black Stallion,1980,PN:,SU:,Ctxx
9007,CBd20,Never Cry Wolf,1983,PN:,SU:,BioP
9008,CBd30,Nutcracker; the Motion Picture,1989,PN:,SU:,Musc
9009,ClP10,La Boum,1980,PN:,St:Gaumont,Dram; Romt
9010,DdP10,Le Conte de Monte Christo,1980,PN:,SU:,Dram
9011,DeH10,Silent Scream,1980,PN:,SU:,Horr
9012,DHx10,Tm:Naked Massacre,1980,PN:,SU:,CTxx
9013,DIr5,Tm:C.H.U.D.,1980,PN:Jonathan D. Kramer,SU:,CTxx
9014,DIr10,Tm:C.H.U.D. II; Bud the Chud,1984,PN:Jonathan D. Kramer,St:Vestron,CTxx
9015,DDo10,Maenner,1980,PN:,SU:,Ctxx
9016,DDo12,Ich und Er,1983,PU:,SU:,Ctxx
9017,DDo15,Variety,1985,PN:,SU:,Ctxx
9019,DDo20,Happy Birthday; Torke!,1991,PN:,St:Cobra,Susp;Comd
9020,DDo25,Bin Ich schoen?,1998,PU:,SU:,Ctxx
9021,EBi10,Tm:The Fan,1980,PN:Robert Stigwood,St:Paramount; Filmways,Susp
